marker_0,marker_1,marker_2,marker_3,marker_4,marker_5
2.9908864308216594,402.74965703574344,438.9743633225344,0.10005926485325199,4.979044812621753,3.9686368950881348
2.975415319929804,405.0023564777614,440.84170467196867,0.099765739227255,4.970699158985809,3.9278628986722826
3.001450516316867,400.94692698393067,438.2628321954053,0.10091302249902104,4.9838845095392745,3.9707259181096926
3.0050542626822683,401.36803201774126,437.02327267326706,0.10015458540219807,4.98334770616482,3.9679046341070237
2.9823233579547925,416.03985319407116,444.24017578217007,0.10143469644456793,4.99618705004226,3.971282685331481
2.995527182807746,400.3228303625432,437.4391082000918,0.09919865306514832,4.981001735913832,3.970730022745344
2.984834780686161,397.9010742719475,438.9639544521784,0.10070253309816693,4.965749337999101,3.9664383841014565
2.991132657237111,410.86828552395457,443.0905459611547,0.10249627800197239,4.994130079516129,3.9411565193790383
2.9870696921428808,402.0619399867254,437.5587262797554,0.09839962598104143,4.979035457897731,3.908578702262211
2.9890669868523934,401.6711942084811,435.8990042851806,0.09699133594805137,4.97981018325566,3.9253325371448877
2.9925055641031166,397.73929219465276,437.275350106119,0.0995968738981807,4.973915898808825,3.9510836232669067
2.9876362582028544,400.5533443510548,440.0998086679573,0.10181836575014688,4.968293405389519,3.9792394607695227
2.991168898357266,395.62294083591536,436.73272693437906,0.09942037915194947,4.969134229977831,3.931548886936575
3.0026757449560773,401.2024764829921,437.84087387207546,0.1007869101874185,4.984258572843241,3.9467200274775687
2.983949407513975,401.4500736118389,438.64381606311036,0.09899521973044328,4.975311198938898,3.955360797554865
2.9872401759253795,396.8184784576214,437.0276232165067,0.09914243941551942,4.968826043281532,3.9438259268620617
2.9943323975293836,400.6330513618459,439.9286743745136,0.10198991598121901,4.976608390971791,3.9846638849550677
2.9866004205707917,403.58243798196156,439.62057583667433,0.0999884591839356,4.983314566825428,3.985287695641263
2.9911916988174934,402.5657413448356,439.3905469468696,0.10050696802297007,4.983797845424963,3.940467879477784
2.98744729718574,412.4727565934504,445.19043625093155,0.10421272001584528,4.989080904649951,3.9820672343432664
2.9732900815581016,405.66810981080556,440.4524639597695,0.0990860946100498,4.974316683502915,3.8926178977613004
2.99977343615984,406.54206268732503,441.6295010652547,0.10313278904634651,4.985321610973622,4.060522694351456
2.9879512134745148,399.9239378277529,438.5151800021081,0.0999385995629116,4.973923367348908,3.9782343080212343
3.000201752987253,404.3683656349076,439.3053049337757,0.10128728777887455,4.986056380774859,3.9954878618753487
3.0074702349101314,403.9322120305048,439.64816217048195,0.10216486451180752,4.9959497261171295,3.996731730165936
2.982285929458186,398.4886222027679,436.68322097416734,0.09738410457673848,4.975688494707855,3.9124863642165293
2.983251081962156,398.97316200858455,439.3910431425973,0.10052534554446815,4.970456692573697,3.976823269246131
2.9894595712181604,401.9825964742824,439.4976102713266,0.1003087613637154,4.981459455453436,3.974754136418177
2.998290035440531,405.1946822085984,439.1635232418798,0.10040618214448349,4.988724940071905,3.9694726047692974
2.97925249178829,398.8400452284579,438.7196147981715,0.09923395131374012,4.9691888187254385,3.952832549629113
2.991406244202253,404.08062006753534,439.8467954135894,0.10093840126784122,4.979123974995167,3.9966533589306072
2.9973504409457123,401.1158689830389,437.39779245441883,0.09989307293433772,4.978272232263089,3.9425741250654895
2.9983578525524863,401.72470569375747,438.80856094446466,0.1008385918009373,4.984866083682051,3.9767577089668746
2.969007650160062,408.21232598495266,442.9463214282675,0.10066405468446182,4.97538316131007,3.90748172949033
2.982212384191977,400.3741801302893,439.4873095173574,0.09994308834852637,4.974580583126264,3.956106224400939
2.9954980780387537,398.83562584459924,438.9355973140247,0.10118200076856801,4.981659014965213,3.975645309862651
2.9877117306583583,400.4834649928112,438.637082491151,0.09990091881427235,4.974218749230489,3.9320228983030283
2.9970304397127054,405.11697043551305,440.36404295895204,0.10187042470075412,4.981956797520693,4.004037429461463
2.9758914488030883,409.9386691243522,444.6419003084635,0.10275068823467881,4.980474550235153,3.947452766425838
2.9850434638745202,411.7736905186458,442.58927421399903,0.10165159010290112,4.991207130919331,3.9423957071490663
2.9884990254544417,396.36631669961974,437.7823883074551,0.09991764495218075,4.969643116288822,3.977960381116054
2.9998154077243413,398.2756815091054,437.7155600677936,0.10074289861437546,4.980672848442929,3.949709502696715
2.9947583567247307,396.03386510491055,436.8086071342228,0.099524393566987,4.976596212627364,3.9659148714560373
2.99061725380411,404.129315888209,439.1842889299833,0.10005979494281118,4.980091272396611,3.9573947622490726
2.9891508870315775,401.65800770040454,438.9685909848759,0.10043080722054247,4.976364935654319,3.9745108896287764
2.9888329791163017,399.24274616411446,438.30389458100603,0.0998456388480255,4.976031897598562,3.967175998973456
2.983573775769652,403.6735401949317,440.45658519685173,0.1006354546490852,4.973500768674535,3.9796484062749466
2.9978807019760025,401.7091497191965,439.0097296276338,0.10110501093913518,4.982356860315245,3.9790897991632823
2.98365148155417,400.3521356202702,438.0160848808718,0.09909612919168313,4.970713245061316,3.94342171157489
3.002639955024533,398.86926183350704,436.11579666884364,0.09962337063165018,4.977368288781323,3.937287121793366
2.9880349035199463,401.2703923670216,436.84239546489977,0.0979502041051019,4.975159892511075,3.93566016890393
2.973979658890256,410.29260249286455,444.18275561653815,0.10195120470309009,4.979294593933226,3.9823410742656864
3.0061434096370703,401.4605087970404,437.6617584835964,0.10067937688445384,4.987513396562556,3.9524345822505276
2.9731997886366,409.6964184977436,442.9294080462038,0.10094811818120183,4.980977126756245,3.905309460894019
2.992979723605979,403.138769755233,439.149914178689,0.10022576527882983,4.989179160010486,3.9730049531316154
2.9797971939976198,399.0083219523035,437.60259615304943,0.09846245905183089,4.961005165294452,3.943896075675337
2.9836888865733613,409.2323008568966,442.53775841400727,0.10180017343819218,4.9874371258786185,3.9425539068390396
2.9844672422908336,402.60802940849635,439.2548151960271,0.09995100762017355,4.972187577030807,3.987239842957967
2.9678362456814784,410.0013914352622,444.4311602937548,0.10141032903249558,4.979886660600269,3.952814317282771
2.957640730286924,411.7517587055143,445.1809263843249,0.10047352959149843,4.979044591121447,3.935668641391893
2.987183474019171,411.23400479098524,442.7560888556141,0.1017465914538331,4.988045318457976,3.957088805346147
2.980501080472051,417.34872950686895,446.276934862156,0.10350428554464751,4.988966107086698,3.9945493319068146
2.9996220947357157,401.4159638646609,438.6757414191513,0.1012576816629744,4.983314660635998,3.9601526709362393
2.9973160761039384,400.0398968498332,437.74125316848495,0.10025015001055704,4.981838981910284,3.9385872196395475
2.972880936884727,410.6406788592133,445.3087114410724,0.10280527650752987,4.983914198972596,3.9500246326815547
2.9902126633802077,404.33591438311015,440.2899679296847,0.10060456236181323,4.988515144652132,4.005424580735907
2.987666714254798,400.6107906796769,438.491717904416,0.09945894903201431,4.975903101196255,3.9565479484708184
2.977099863698825,411.61484033453723,444.1123077722086,0.10190786527664958,4.984485222120788,3.98687645905887
2.9708834850533394,410.65032547966626,444.7209018287318,0.10179728773858264,4.9804463255893525,4.001940116743827
2.9819878871344376,396.70589576935663,436.85122772955805,0.09853787540776789,4.965019840079918,3.908693286600843
2.9785351679534173,397.4445646170377,438.0706485364576,0.09887593404055374,4.968888900719629,3.926340722840733
2.9921919177511365,399.75560901764663,437.3711400338986,0.0995824951050291,4.974483167977872,3.949904779813968
2.9799804602338256,408.35916993531697,442.402811933307,0.10185674871316476,4.977254662473287,3.931788017232582
2.990624266923846,404.5887189872236,439.0247484181793,0.09944498502002008,4.986811742546044,3.9458789488736024
2.996422725047875,400.1348902090965,438.1251690961877,0.1007488344594284,4.973477221010489,3.9744471808070663
2.9977105264393025,403.68458367929304,440.4477449059944,0.10263656770466466,4.981181952049902,3.9874880528325174
2.9968271738655154,403.9211477790732,439.3813831183634,0.10078088956162695,4.985427653475628,3.985842970623344
2.97126976288496,407.40374907574034,441.3019953465496,0.0994697664430844,4.973495021565095,3.9148437807673107
3.0036632301560284,399.3213113089228,438.67479749596225,0.10196928539084554,4.982120569703007,3.99355477572462
3.0009717956980806,404.31401912488195,437.63408089197054,0.09981120362618585,4.985971920069617,3.9433675061447486
2.9638961832825537,408.9067731259831,441.6930208627246,0.09879391533596481,4.97036722352777,3.9129765979862965
2.956466442203958,408.3978301977075,442.9100799799094,0.09920725285322793,4.965532043886638,3.9293995952879763
2.983223199292145,402.32120847847324,439.88969579814955,0.09988686721419983,4.983204583924653,3.9648837123801552
2.992293132554117,412.44425515615177,445.9530800822542,0.1050603111175297,4.994108099326889,4.0128078785938435
2.9877363040028926,402.8945650287244,439.29735686308004,0.09986530928335365,4.979752642081218,3.9590525877760534
2.9937482925872887,406.3264873930694,440.1620442475258,0.1007467200677675,4.988548673993931,3.9813160848635554
2.9702848385116694,398.24023874672423,435.9160052514453,0.0957107315036401,4.959968437036443,3.9155546192261124
2.9916579001205217,398.1283635045905,437.3960589954699,0.09957166937249107,4.9733206021743515,3.9662341932861542
3.001426364932907,400.6410675250086,438.7688327092041,0.10156053329816693,4.98514352122614,3.959940414888081
3.0017564390815545,398.9852194141793,438.0570516240614,0.10109892066794002,4.983616838708017,3.939874920391944
2.999659347230956,401.2452019994916,439.59487027515956,0.10170552874053966,4.983369199086966,4.001228401400277
3.0024999366960863,402.17758872282496,438.9172853899936,0.10155674809793844,4.987433644689709,3.9636606723255396
2.9858474505815558,397.6342652514488,438.2803253532961,0.09988387407381474,4.9721643572399294,3.9457871312221466
2.9699017176850293,398.97425513979067,437.91619339086543,0.09779513630954041,4.961711058449926,3.9072996368806368
2.986434697621844,400.4180114191451,438.2746623970494,0.09920810197598487,4.978734276911588,3.9397069041771626
